"Date","Open","High","Low","Close"
"11 Sep 2020","27066.90","27332.75","27049.50","27288.50"
"10 Sep 2020","26941.20","27087.80","26787.50","27048.35"
"09 Sep 2020","26661.15","26839.50","26465.50","26788.05"
"08 Sep 2020","27084.95","27133.10","26759.15","26832.75"
"07 Sep 2020","27206.55","27293.45","26864.85","27016.00"
"04 Sep 2020","27249.85","27507.05","27045.30","27105.50"
"03 Sep 2020","27564.60","27705.20","27538.20","27614.20"
"02 Sep 2020","27222.95","27511.50","27167.80","27448.00"
"01 Sep 2020","26943.75","27247.80","26689.45","27142.90"
"31 Aug 2020","28162.00","28181.20","26756.05","26824.15"
"28 Aug 2020","28075.00","28159.60","27973.85","28018.75"
"27 Aug 2020","27973.00","28050.05","27895.95","27935.55"
"26 Aug 2020","27932.55","27935.60","27705.60","27818.60"
"25 Aug 2020","27934.40","27996.25","27672.85","27801.20"
"24 Aug 2020","27926.50","27956.70","27754.20","27776.45"
"21 Aug 2020","27985.45","28024.65","27743.70","27772.45"
"20 Aug 2020","27597.60","27738.70","27480.55","27687.90"
"19 Aug 2020","27817.90","27975.55","27672.65","27709.70"
"18 Aug 2020","27442.4","27711.1","27426.7","27667.65"
"17 Aug 2020","27469.70","27469.70","27061.75","27351.45"
"14 Aug 2020","27624.50","27683.45","27086.75","27260.45"
"13 Aug 2020","27499.10","27590.55","27456.65","27515.80"
"12 Aug 2020","27377.65","27412.25","27171.10","27381.15"
"11 Aug 2020","27658.20","27692.25","27372.35","27392.05"
"10 Aug 2020","27406.90","27610.25","27369.70","27526.05"
"07 Aug 2020","27127.50","27193.85","27022.85","27130.45"
"06 Aug 2020","27005.75","27109.40","26945.20","27064.45"
"05 Aug 2020","27026.30","27155.75","26832.05","26874.30"
"04 Aug 2020","26890.85","26924.75","26728.10","26897.20"
"03 Aug 2020","26852.10","26990.00","26674.45","26725.75"
"31 Jul 2020","26657.95","26927.50","26560.90","26861.35"
"30 Jul 2020","26539.45","26633.85","26346.50","26565.40"
"29 Jul 2020","26337.85","26509.75","26281.95","26433.05"
"28 Jul 2020","26207.40","26349.10","26194.60","26309.75"
"27 Jul 2020","26412.40","26420.90","25973.45","26134.30"
"24 Jul 2020","26532.00","26670.15","26224.40","26340.55"
"23 Jul 2020","26495.10","26678.60","26451.10","26642.30"
"22 Jul 2020","26658.45","26670.00","26267.80","26426.85"
"21 Jul 2020","26719.55","26747.50","26462.65","26571.60"
"20 Jul 2020","26505.15","26598.75","26409.70","26525.75"
"17 Jul 2020","26036.40","26410.70","26026.75","26375.80"
"16 Jul 2020","25979.80","25991.95","25614.15","25950.05"
"15 Jul 2020","26172.95","26279.20","25810.90","25875.25"
"14 Jul 2020","26233.95","26324.10","25936.45","26016.90"
"13 Jul 2020","26351.70","26376.70","26092.85","26274.85"
"10 Jul 2020","26246.35","26405.80","26124.75","26208.65"
"09 Jul 2020","26377.45","26494.65","26202.00","26268.60"
"08 Jul 2020","26473.35","26530.35","26243.15","26299.50"
"07 Jul 2020","26352.75","26435.35","26135.95","26390.60"
"06 Jul 2020","26318.45","26367.75","26237.30","26264.85"
"03 Jul 2020","26109.10","26177.10","26053.90","26146.25"
"02 Jul 2020","25801.40","25975.95","25781.55","25947.50"
"01 Jul 2020","25846.10","25847.60","25679.25","25755.45"
"30 Jun 2020","25910.25","25990.60","25669.00","25743.70"
"29 Jun 2020","25932.75","25991.60","25631.80","25759.50"
"26 Jun 2020","26142.10","26264.95","25895.30","25974.50"
"25 Jun 2020","25774.85","26142.85","25722.70","25931.05"
"24 Jun 2020","26420.80","26557.00","25824.30","25911.95"
"23 Jun 2020","25871.80","26222.60","25816.35","26188.85"
"22 Jun 2020","25479.50","25794.65","25428.35","25723.30"
"19 Jun 2020","25074.85","25288.90","25039.20","25227.00"
"18 Jun 2020","24837.10","24987.50","24789.10","24953.65"
"17 Jun 2020","24784.95","25066.40","24754.65","24883.80"
"16 Jun 2020","25119.60","25184.25","24543.75","24863.45"
"15 Jun 2020","25053.30","25203.35","24698.50","24793.30"
"12 Jun 2020","23913.85","25071.95","23907.35","25018.75"
"11 Jun 2020","25142.00","25387.90","24728.55","24768.80"
"10 Jun 2020","25188.75","25241.00","24963.70","25153.75"
"09 Jun 2020","25489.00","25666.15","25046.05","25162.65"
"08 Jun 2020","25681.45","25699.25","25208.70","25329.45"
"05 Jun 2020","25048.80","25368.25","24947.00","25324.80"
"04 Jun 2020","24850.30","25083.85","24585.35","24854.80"
"03 Jun 2020","24844.35","25065.95","24673.60","24745.20"
"02 Jun 2020","24561.70","24716.55","24440.95","24600.00"
"01 Jun 2020","24291.45","24545.15","24273.65","24440.50"
"29 May 2020","23413.15","24152.30","23366.40","24065.00"
"28 May 2020","23163.25","23539.95","23114.50","23496.50"
"27 May 2020","23089.80","23140.25","22855.35","23088.50"
"26 May 2020","23111.95","23175.50","23000.50","23061.80"
"22 May 2020","23231.10","23413.15","23011.60","23031.55"
"21 May 2020","23097.20","23384.75","23055.90","23283.05"
"20 May 2020","22581.50","23070.15","22528.85","23003.10"
"19 May 2020","22715.50","22868.55","22477.70","22567.80"
"18 May 2020","23186.50","23191.85","22365.30","22447.40"
"15 May 2020","23378.30","23397.95","23105.80","23177.80"
"14 May 2020","23330.05","23535.35","23217.25","23306.60"
"13 May 2020","23876.40","23891.75","23359.50","23457.65"
"12 May 2020","23087.95","23239.35","22794.95","23164.65"
"11 May 2020","23182.35","23371.80","23161.90","23201.45"
"08 May 2020","23030.00","23123.30","22919.45","22959.50"
"07 May 2020","22974.15","23125.45","22716.35","22759.85"
"06 May 2020","22823.95","23099.80","22527.25","23009.80"
"05 May 2020","23435.70","23556.30","22740.90","22791.50"
"04 May 2020","23432.00","23486.15","23077.75","23108.95"
"30 Apr 2020","23967.45","24164.30","23845.30","24102.75"
"29 Apr 2020","23498.20","23694.70","23426.55","23624.05"
"28 Apr 2020","23680.25","23691.60","23234.40","23367.95"
"27 Apr 2020","23170.75","23490.70","23158.55","23429.25"
"24 Apr 2020","23117.60","23335.00","22930.80","22963.80"
"23 Apr 2020","23438.50","23828.50","23305.90","23372.65"
"22 Apr 2020","23027.95","23361.30","22769.45","23310.75"
"21 Apr 2020","22953.35","23183.60","22787.50","23022.85"
"20 Apr 2020","23726.60","23730.10","23371.25","23395.40"
"17 Apr 2020","23862.15","23917.95","23215.00","23513.70"
"16 Apr 2020","22950.30","23394.55","22735.70","23222.85"
"15 Apr 2020","23056.15","23598.95","22853.75","23051.15"
"13 Apr 2020","22903.55","22950.50","22389.60","22864.50"
"09 Apr 2020","22602.80","23044.30","22582.30","22898.85"
"08 Apr 2020","21675.50","22700.45","21565.95","22139.65"
"07 Apr 2020","21068.50","21766.40","20841.10","21702.30"
"03 Apr 2020","20730.70","20744.30","20277.25","20399.70"
"01 Apr 2020","21168.30","21286.00","20592.65","20664.55"
"31 Mar 2020","20788.05","21194.70","20429.35","21116.25"
"30 Mar 2020","20085.80","20609.25","19776.50","20263.00"
"27 Mar 2020","21002.40","21482.05","20206.90","20431.60"
"26 Mar 2020","19714.50","20713.50","19490.75","20459.85"
"25 Mar 2020","18504.40","19502.70","18482.45","19393.00"
"24 Mar 2020","18781.00","19379.10","18384.05","18720.10"
"23 Mar 2020","19308.85","19803.30","18442.95","18524.65"
"20 Mar 2020","20421.75","21369.40","20071.05","20963.80"
"19 Mar 2020","19964.05","20975.15","19387.65","20238.25"
"18 Mar 2020","22300.85","22370.80","20816.00","20924.75"
"17 Mar 2020","22210.00","22802.55","21843.00","22003.15"
"16 Mar 2020","22653.00","23190.15","21998.45","22184.35"
"13 Mar 2020","21140.65","23851.45","20224.00","23423.80"
"12 Mar 2020","24047.10","24087.45","22629.65","22776.40"
"11 Mar 2020","25065.40","25454.30","24888.10","24955.60"
"09 Mar 2020","25843.85","25899.45","25009.35","25139.45"
"06 Mar 2020","26000.05","26397.70","25905.75","26291.85"
"05 Mar 2020","26874.70","27097.90","26710.85","26877.55"
"04 Mar 2020","27077.35","27103.30","26367.10","26717.15"
"03 Mar 2020","26609.25","27035.55","26557.40","26926.30"
"02 Mar 2020","26870.10","27216.20","26164.40","26404.30"
"28 Feb 2020","26859.65","26887.50","26287.90","26482.00"
"27 Feb 2020","27451.50","27458.55","27087.35","27404.30"
"26 Feb 2020","27757.65","27826.25","27401.15","27470.15"
"25 Feb 2020","28217.20","28356.05","27835.25","27863.65"
"24 Feb 2020","28478.80","28599.25","28011.10","28073.90"
"20 Feb 2020","28632.20","28958.75","28627.55","28669.80"
"19 Feb 2020","28290.20","28643.35","28284.75","28630.75"
"18 Feb 2020","28116.45","28116.45","27750.75","28060.35"
"17 Feb 2020","28513.65","28572.75","28143.40","28169.60"
"14 Feb 2020","28790.40","28894.65","28453.50","28501.05"
"13 Feb 2020","28829.50","28844.65","28682.75","28807.60"
"12 Feb 2020","28927.40","29045.95","28743.45","28855.35"
"11 Feb 2020","29086.65","29129.15","28821.20","28854.35"
"10 Feb 2020","29066.95","29075.35","28851.35","28953.70"
"07 Feb 2020","28900.00","29088.25","28814.25","29046.45"
"06 Feb 2020","28625.30","28934.70","28599.95","28871.35"
"05 Feb 2020","28235.30","28565.75","28172.05","28537.80"
"04 Feb 2020","27728.85","28243.10","27722.50","28112.45"
"03 Feb 2020","27302.10","27672.45","27193.85","27534.70"
"01 Feb 2020","28283.10","28617.90","27215.60","27340.50"
"31 Jan 2020","28656.10","28694.30","28263.15","28294.60"
"30 Jan 2020","29078.75","29094.85","28423.30","28533.00"
"29 Jan 2020","29025.20","29145.70","28980.75","29045.40"
"28 Jan 2020","29034.75","29144.10","28846.95","28888.75"
"27 Jan 2020","29058.75","29259.50","28895.00","28960.75"
"24 Jan 2020","28888.60","29204.40","28835.20","29153.75"
"23 Jan 2020","28638.35","28936.75","28604.95","28898.30"
"22 Jan 2020","28711.35","28742.00","28552.90","28593.00"
"21 Jan 2020","28699.10","28801.20","28583.85","28617.35"
"20 Jan 2020","29122.85","29162.70","28724.40","28754.45"
"17 Jan 2020","28957.30","29083.95","28929.25","29034.85"
"16 Jan 2020","29068.20","29101.55","28898.25","28978.60"
"15 Jan 2020","28862.50","28986.05","28716.65","28957.95"
"14 Jan 2020","28836.50","28917.00","28770.00","28845.25"
"13 Jan 2020","28669.35","28807.45","28631.25","28783.55"
"10 Jan 2020","28556.70","28680.70","28463.25","28556.05"
"09 Jan 2020","28397.10","28517.05","28349.35","28484.30"
"08 Jan 2020","27739.05","28145.40","27738.40","28113.55"
"07 Jan 2020","28049.55","28347.30","27971.75","28101.20"
"06 Jan 2020","28316.45","28338.35","27831.35","27894.90"
"03 Jan 2020","28493.60","28585.90","28385.60","28478.95"
"02 Jan 2020","28325.45","28552.80","28314.55","28535.40"
"01 Jan 2020","28353.45","28436.80","28272.30","28293.35"
"31 Dec 2019","28495.00","28549.50","28270.25","28307.55"
"30 Dec 2019","28528.95","28612.95","28406.70","28484.85"
"27 Dec 2019","28354.50","28500.25","28319.90","28476.80"
"26 Dec 2019","28409.10","28435.25","28259.75","28280.25"
"24 Dec 2019","28423.70","28430.40","28318.75","28382.85"
"23 Dec 2019","28383.55","28523.10","28262.80","28395.75"
"20 Dec 2019","28282.25","28436.35","28270.95","28406.25"
"19 Dec 2019","28154.00","28287.10","28142.80","28245.30"
"18 Dec 2019","28086.15","28171.30","27908.90","28138.20"
"17 Dec 2019","27977.4","28066.3","27921","28031.75"
"16 Dec 2019","28095.90","28121.60","27896.00","27915.25"
"13 Dec 2019","27906.20","28102.00","27893.30","28076.70"
"12 Dec 2019","27734.30","27880.00","27675.25","27793.80"
"11 Dec 2019","27509.7","27629.1","27347.3","27594.25"
"10 Dec 2019","27786.45","27857.05","27430","27463.65"
"09 Dec 2019","27870.3","27989.35","27705","27758.05"
"06 Dec 2019","28221.20","28264.95","27741.55","27854.05"
"05 Dec 2019","28337.9","28399.85","28094.75","28145.55"
"04 Dec 2019","28239.1","28400.35","28187.05","28364.20"
"03 Dec 2019","28608.45","28611.35","28265.15","28333.20"
"02 Dec 2019","28581.05","28592.10","28378.00","28539.45"
"29 Nov 2019","28798.05","28906.60","28468.05","28546.45"
"28 Nov 2019","28500.85","28835.35","28454.95","28765.60"
"27 Nov 2019","28357.40","28497.95","28295.30","28468.70"
"26 Nov 2019","28554.30","28673.45","28162.10","28264.05"
"25 Nov 2019","28090.05","28475.20","28084.35","28443.50"
"22 Nov 2019","28157.70","28177.65","27972.15","28059.20"
"21 Nov 2019","28360.80","28360.80","28099.30","28132.60"
"20 Nov 2019","28178.70","28349.65","28164.65","28245.95"
"19 Nov 2019","28152.10","28174.95","28006.70","28071.90"
"18 Nov 2019","28262.15","28302.75","28119.45","28154.00"
"15 Nov 2019","28266.65","28329.30","28103.65","28195.55"
"14 Nov 2019","28324.65","28327.35","28077.95","28175.60"
"13 Nov 2019","28535.85","28746.45","28214.20","28298.60"
"11 Nov 2019","28323.90","28560.75","28296.00","28451.15"
"08 Nov 2019","28721.40","28810.90","28342.05","28387.25"
"07 Nov 2019","28673.15","28735.60","28579.20","28686.25"
"06 Nov 2019","28449.60","28613.10","28292.60","28534.20"
"05 Nov 2019","28670.85","28695.70","28375.10","28442.35"
"04 Nov 2019","28760.05","28913.90","28608.70","28652.90"
"01 Nov 2019","28794.25","28953.7","28671.05","28706.55"
"31 Oct 2019","28757.75","28883.15","28647.75","28722.10"
"30 Oct 2019","28557.60","28738.60","28491.60","28636.40"
"29 Oct 2019","28105.35","28480.25","28049.95","28447.60"
"27 Oct 2019","28145.40","28197.65","28067.60","28123.20"
"25 Oct 2019","28054.65","28089.45","27767.75","27959.55"
"24 Oct 2019","28220.75","28291.60","27932.95","28045.25"
"23 Oct 2019","28202.65","28326.05","28007.75","28140.45"
"22 Oct 2019","28088.00","28379.95","28049.40","28163.95"
"18 Oct 2019","27665.20","28065.10","27605.50","28014.15"
"17 Oct 2019","27275.60","27650.60","27230.80","27627.60"
"16 Oct 2019","27085.10","27285.25","27041.90","27240.55"
"15 Oct 2019","26829.75","27052.60","26803.25","27010.60"
"14 Oct 2019","26679.60","26899.80","26622.70","26791.60"
"11 Oct 2019","26556.80","26699.10","26385.15","26598.60"
"10 Oct 2019","26575.80","26684.00","26421.40","26492.85"
"09 Oct 2019","26320.90","26681.25","26169.05","26660.30"
"07 Oct 2019","26651.80","26680.45","26256.70","26295.05"
"04 Oct 2019","27136.25","27180.50","26641.10","26681.60"
"03 Oct 2019","27151.60","27285.35","26924.30","27023.20"
"01 Oct 2019","27630.50","27758.65","26901.80","27249.85"
"30 Sep 2019","27794.40","27807.70","27380.10","27520.30"
"27 Sep 2019","27790.70","27955.20","27710.05","27818.10"
"26 Sep 2019","27517.60","27929.35","27512.95","27811.00"
"25 Sep 2019","27874.15","27891.95","27408.60","27484.50"
"24 Sep 2019","27972.20","28030.40","27679.35","27942.55"
"23 Sep 2019","27841.7","28152.15","27731.2","27912.35"
"20 Sep 2019","26026.45","27476.35","25812.05","27406.85"
"19 Sep 2019","26178.70","26189.00","25814.75","25922.10"
"18 Sep 2019","26127.30","26193.10","25948.10","26149.90"
"17 Sep 2019","26436.60","26476.65","25947.40","25987.95"
"16 Sep 2019","26282.15","26494.60","26163.40","26431.20"
"13 Sep 2019","26375.05","26486.45","26104.45","26460.10"
"12 Sep 2019","26380.00","26495.85","26253.15","26285.00"
"11 Sep 2019","26184.95","26363.60","26112.05","26309.65"
"09 Sep 2019","26048.65","26189.45","25970.40","26141.00"
"06 Sep 2019","26025.20","26082.35","25883.95","26053.95"
"05 Sep 2019","25878.95","26036.80","25853.55","25935.05"
"04 Sep 2019","25858.55","25893.75","25511.95","25800.55"
"03 Sep 2019","26259.85","26310.35","25770.45","25834.35"
"30 Aug 2019","26155.65","26457.20","26001.45","26405.05"
"29 Aug 2019","25979.60","26099.20","25820.25","26046.90"
"28 Aug 2019","26204.20","26234.25","25880.50","26032.15"
"27 Aug 2019","25929.25","26226.90","25923.30","26156.25"
"26 Aug 2019","25749.00","25849.55","25174.25","25813.55"
"23 Aug 2019","25081.40","25418.00","24873.25","25345.10"
"22 Aug 2019","25460.85","25476.85","25078.75","25136.90"
"21 Aug 2019","25827.20","25837.75","25455.55","25482.05"
"20 Aug 2019","26005.55","26032.85","25708.40","25783.45"
"19 Aug 2019","26078.40","26266.05","25947.05","25981.65"
"16 Aug 2019","25837.50","26021.85","25693.65","25999.60"
"14 Aug 2019","25659.30","25958.95","25553.65","25914.00"
"13 Aug 2019","26228.30","26228.90","25583.05","25636.10"
"09 Aug 2019","26159.65","26443.00","26133.60","26236.60"
"08 Aug 2019","25875.45","26117.45","25745.40","26050.65"
"07 Aug 2019","25893.60","26054.25","25675.15","25730.00"
"06 Aug 2019","25502.70","25930.10","25498.70","25848.50"
"05 Aug 2019","25639.60","25728.10","25337.80","25601.75"
"02 Aug 2019","25607.40","25953.40","25336.70","25811.25"
"01 Aug 2019","25957.50","26107.75","25508.25","25732.95"
"31 Jul 2019","25748.25","26111.85","25490.05","26071.30"
"30 Jul 2019","26207.00","26397.65","25796.40","25838.00"
"29 Jul 2019","26532.30","26559.05","26086.65","26197.35"
"26 Jul 2019","26342.35","26629.50","26253.95","26553.90"
"25 Jul 2019","26221.60","26476.65","26215.30","26302.15"
"24 Jul 2019","26569.90","26638.45","26064.95","26133.90"
"23 Jul 2019","26706.25","26752.00","26495.70","26560.25"
"22 Jul 2019","26615.55","26713.90","26331.85","26676.10"
"19 Jul 2019","27264.60","27323.20","26598.30","26656.15"
"18 Jul 2019","27410.70","27417.50","27094.40","27120.05"
"17 Jul 2019","27371.50","27547.50","27354.95","27428.35"
"16 Jul 2019","27072.45","27395.00","27031.10","27365.50"
"15 Jul 2019","27039.60","27148.70","26929.70","27096.30"
"12 Jul 2019","26977.75","27139.65","26933.25","26983.65"
"11 Jul 2019","26858.25","26949.40","26758.10","26932.10"
"10 Jul 2019","26897.20","26996.35","26689.70","26739.50"
"09 Jul 2019","26806.85","26979.00","26607.20","26953.15"
"08 Jul 2019","27206.80","27216.15","26708.85","26810.65"
"05 Jul 2019","27820.55","27877.00","27297.85","27378.00"
"04 Jul 2019","27726.45","27817.90","27721.70","27762.00"
"03 Jul 2019","27642.35","27721.60","27535.55","27704.90"
"02 Jul 2019","27547.95","27577.55","27435.75","27562.85"
"01 Jul 2019","27436.85","27528.75","27402.15","27471.75"
"28 Jun 2019","27431.40","27492.25","27285.80","27332.50"
"27 Jun 2019","27269.50","27417.30","27252.00","27381.35"
"26 Jun 2019","26981.10","27304.10","26954.20","27246.30"
"25 Jun 2019","26886.90","27054.10","26811.60","27028.45"
"24 Jun 2019","26981.70","27029.20","26884.20","26960.25"
"21 Jun 2019","26930.45","27031.55","26806.35","26926.20"
"20 Jun 2019","26522.50","27058.85","26392.90","26998.15"
"19 Jun 2019","26809.90","26893.75","26411.90","26551.80"
"18 Jun 2019","26691.60","26811.50","26580.20","26705.00"
"17 Jun 2019","27072.15","27087.65","26636.95","26672.30"
"14 Jun 2019","27371.85","27385.25","27025.05","27093.00"
"13 Jun 2019","27383.70","27408.90","27147.15","27379.20"
"12 Jun 2019","27599.05","27606.50","27352.70","27395.25"
"11 Jun 2019","27508.75","27645.05","27324.05","27613.20"
"10 Jun 2019","27490.20","27626.65","27400.75","27456.40"
"07 Jun 2019","27370.50","27542.05","27127.65","27382.75"
"06 Jun 2019","28029.90","28029.90","27336.95","27374.15"
"04 Jun 2019","28080.50","28218.25","27950.70","27970.10"
"03 Jun 2019","27943.95","28165.20","27797.35","28143.05"
"31 May 2019","27772.00","27964.65","27626.65","27839.50"
"30 May 2019","27670.05","27709.90","27583.55","27648.55"
"29 May 2019","27860.10","27861.55","27597.90","27625.35"
"28 May 2019","27838.80","27907.25","27681.00","27824.75"
"27 May 2019","27496.55","27740.90","27415.05","27719.90"
"24 May 2019","27080.00","27626.65","27071.95","27572.65"
"23 May 2019","27203.55","27533.85","26883.45","26947.10"
"22 May 2019","26927.15","26937.40","26676.70","26848.05"
"21 May 2019","27180.40","27250.50","26786.10","26859.05"
"20 May 2019","26828.95","27104.40","26655.30","27081.40"
"17 May 2019","25984.55","26263.00","25910.60","26226.50"
"16 May 2019","26013.10","26056.90","25729.05","26004.70"
"15 May 2019","26161.40","26292.65","25937.25","26015.45"
"14 May 2019","26026.75","26260.15","25815.70","26130.00"
"13 May 2019","26507.40","26520.15","26024.00","26074.60"
"10 May 2019","26643.35","26718.10","26500.80","26558.95"
"09 May 2019","26649.25","26727.95","26463.65","26632.60"
"08 May 2019","26983.05","26994.25","26655.75","26707.75"
"07 May 2019","27294.65","27361.55","26999.30","27020.40"
"06 May 2019","27345.95","27426.25","27155.10","27202.90"
"03 May 2019","27656.30","27732.25","27486.05","27537.75"
"02 May 2019","27750.40","27897.20","27617.60","27659.10"
"30 Apr 2019","27888.55","27921.55","27608.05","27800.25"
"26 Apr 2019","28015.60","28090.80","27875.60","27921.05"
